grh_name(synthetic),std_degree,std_core,avg_core,nodes,density,max_degree,avg_degree,mxc_std_degree,mxc_nodes,mxc_edges,mxc_density,mxc_max_degree,mxc_avg_degree,R,min_core,degeneracy,upper_bound,edge,sub_edge,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,best_label
scale_free_graph_m_45_1_n_438981_5th_time,75.11693906,9.394996673,23.19182563,438982,0.000105,6797,45.952139,77.33211795,164550,5035861,0.000372,4705,61.207669,3,0,31,68,10086058,10079555,16859.42,16814.55,15874.34,15822.54,17025.09,15908.16,16848.62,15895.1,8
scale_free_graph_m_46_1_n_343744_5th_time,76.42498498,9.683510057,23.787514,343745,0.000137,5592,46.964602,78.06627937,118162,3702817,0.00053,3680,62.673567,3,0,32,71,8071900,8066962,32100.76,31757.89,31452.22,31199.17,26427.64,25690.0,26418.03,25652.94,8
small_world_graph_m_46_1_p_0.27_n_413968_5th_time,3.279508699,0.0770387959,36.99836703,413969,0.000111,62,46.0,3.264421822,413502,9504664,0.000111,62,45.97155,3,0,37,82,9521264,9521264,11081.76,11013.72,11122.61,11163.68,11085.45,11115.82,11017.23,11197.61,7
small_world_graph_m_47_1_p_0.28_n_409896_5th_time,3.327625874,0.08315117577,36.9978336,409897,0.000112,65,46.0,3.307569008,409280,9405673,0.000112,65,45.962046,3,0,37,82,9427608,9427608,7217.65,7149.14,7306.66,7153.81,7139.04,7175.58,7244.35,7140.41,5
small_world_graph_m_50_1_p_0.24_n_412595_5th_time,3.244040021,0.08383226163,40.99819921,412596,0.000121,67,50.0,3.228639413,412085,10294669,0.000121,67,49.963813,3,0,41,91,10314875,10314875,78071.66,78147.02,75277.47,74923.94,77678.33,75360.75,64787.0,62623.63,8
176bit_LCC_remapped,86.23581222,0.4518892179,11.8681806,7442,0.002969,4073,22.091911,85.42068705,6703,74356,0.00331,3810,22.185887,3,0,12,26,82204,82204,7.04,7.44,6.89,6.96,7.62,7.07,7.3,7.05,8
3D_28984_Tetra_LCC_remapped,29.75890378,0.4319118445,13.90512334,28985,0.000687,3816,19.919545,30.41697655,27616,275544,0.000723,3816,19.955388,3,0,14,31,288684,288684,21.36,21.28,22.66,22.44,20.94,22.94,21.42,23.14,5
598a_LCC_remapped,2.915324676,0.5028061614,7.5374599,110972,0.00012,26,13.371553,2.815977962,59850,405914,0.000227,25,13.564378,3,0,8,17,741934,741934,1.53,1.55,1.56,1.59,1.55,1.55,1.53,1.62,7
CA-CondMat_cleaned_LCC_remapped,10.90842941,3.311160466,5.115849092,21364,0.0004,279,8.545778,0.0,26,325,1.0,25,25.0,3,0,25,55,91286,89529,2625.16,2530.26,2570.86,2558.7,2669.23,2552.14,2595.44,2598.67,6
CA-HepTh_cleaned_LCC_remapped,6.450811946,2.878908491,3.40699155,8639,0.000665,65,5.742794,0.0,32,496,1.0,31,31.0,3,0,31,68,24806,23227,17804.77,17872.23,17726.11,17579.47,17349.15,17886.57,17842.63,17573.77,5
CL-10K-1d8-L5_LCC_remapped,19.99277336,4.920050245,5.02100566,9188,0.001048,218,9.62364,11.12760684,264,4369,0.12585,70,33.098485,3,0,21,46,44211,42582,0.21,0.16,0.21,0.18,0.2,0.22,0.21,0.22,5
OHSU_LCC_remapped,7.822211514,3.572720542,5.709302326,172,0.055964,35,9.569767,3.751908522,27,232,0.660969,24,17.185185,3,0,12,26,823,810,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.12,7
as20000102_cleaned_LCC_remapped,24.99801299,1.34280541,2.010810811,6475,0.0006,1458,3.883243,2.985983887,21,163,0.77619,20,15.52381,3,0,12,26,12572,10121,1.38,1.68,1.47,1.33,1.4,1.44,1.32,1.32,7
bio-grid-fruitfly_LCC_remapped,10.70984317,2.748395066,3.629676159,7164,0.000968,176,6.933277,3.780893569,47,381,0.352451,26,16.212766,3,0,12,26,24835,22704,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,5
bio-grid-human_LCC_remapped,12.26788294,2.867605743,3.574180908,9187,0.000736,308,6.756939,0.0,13,78,1.0,12,12.0,3,0,12,26,31038,28085,0.26,0.26,0.25,0.25,0.25,0.26,0.26,0.25,5
ca-CondMat_LCC_remapped,10.90842941,3.311160466,5.115849092,21364,0.0004,279,8.545778,0.0,26,325,1.0,25,25.0,3,0,25,55,91286,89529,2519.56,2475.02,2582.17,2492.36,2544.36,2585.99,2637.83,2620.62,5
ca-MathSciNet_LCC_remapped,7.529557553,1.991397454,2.800559079,332690,1.5e-05,496,4.933385,0.0,25,300,1.0,24,24.0,3,0,24,53,820644,724073,117.58,117.72,117.18,117.67,118.19,118.86,117.63,117.32,8
cit-DBLP_LCC_remapped,16.86183988,3.761934784,4.128921255,12496,0.000635,709,7.932618,15.52673374,916,9840,0.023481,219,21.484716,3,0,12,26,49563,44701,0.5,0.49,0.51,0.49,0.5,0.45,0.41,0.51,7
com-amazon_ungraph_cleaned_LCC_remapped,5.761629267,1.182533138,3.354293086,334864,1.7e-05,549,5.529839,1.245763725,497,1683,0.013655,13,6.772636,3,0,6,13,925872,896901,2.1,1.65,1.58,1.59,1.67,1.67,1.73,2.05,5
email-EU_LCC_remapped,18.18186793,2.44480731,1.700749283,32431,0.000103,623,3.35463,13.13210373,128,2290,0.281742,79,35.78125,3,0,22,48,54397,28949,22.87,22.74,23.02,22.32,22.97,22.48,23.66,22.5,6
escorts_LCC_remapped,13.89286398,2.789686143,4.0193925,10107,0.000764,311,7.72059,11.33458665,341,3386,0.05841,95,19.859238,3,0,11,24,39016,37104,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.05,8
ia-dbpedia-team-bi_LCC_remapped,23.28702981,2.019739058,2.184241559,365493,1.2e-05,2307,4.26893,14.90409834,903,6924,0.017002,158,15.335548,3,0,9,20,780132,541309,3.16,3.18,3.16,3.16,3.15,3.18,3.11,3.17,7
ia-email-EU_LCC_remapped,18.18186793,2.44480731,1.700749283,32431,0.000103,623,3.35463,13.13210373,128,2290,0.281742,79,35.78125,3,0,22,48,54397,28949,27.57,27.76,29.95,30.18,27.87,27.72,30.52,32.41,6
ia-escorts-dynamic_LCC_remapped,13.89286398,2.789686143,4.0193925,10107,0.000764,311,7.72059,11.33458665,341,3386,0.05841,95,19.859238,3,0,11,24,39016,37104,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.05,5
oregon1_010331_cleaned_LCC_remapped,31.98451726,1.743623884,2.124636866,10671,0.000386,2312,4.1237,4.72650439,32,379,0.764113,31,23.6875,3,0,17,37,22002,18203,479.02,496.81,462.78,473.48,510.74,468.15,475.4,470.97,6
oregon1_010407_cleaned_LCC_remapped,32.016299,1.657015128,2.110344828,10730,0.000382,2315,4.100466,5.814609925,34,372,0.663102,32,21.882353,3,0,15,33,21999,18151,46.6,46.66,46.33,40.37,39.58,35.58,46.98,44.27,6
oregon1_010526_cleaned_LCC_remapped,33.09335527,1.828323422,2.154451902,11175,0.000375,2389,4.18953,3.62950869,30,336,0.772414,28,22.4,3,0,17,37,23409,19463,238.2,208.53,239.91,227.44,230.17,235.41,224.83,222.8,8
out_dimacs10-as22july06_cleaned_LCC_remapped,32.94172194,2.140268625,2.169743947,22964,0.000184,2390,4.218429,11.51482317,71,1355,0.545272,68,38.169014,3,0,25,55,48436,40439,52703.82,54126.06,52495.05,53177.97,53944.74,52938.58,53128.57,53177.74,6
out_dimacs10-cond-mat-2003_cleaned_LCC_remapped,10.81093768,3.391893644,5.088590116,27520,0.000307,202,8.443387,0.0,25,300,1.0,24,24.0,3,0,24,53,116181,113891,11872.89,11691.86,11616.87,11520.0,12096.53,11631.08,12347.8,11870.33,6
out_douban_cleaned_LCC_remapped,11.74824638,2.626782131,2.148939055,154909,2.7e-05,287,4.223925,15.05278174,1857,25213,0.014631,152,27.15455,3,0,15,33,327162,223905,1.01,1.25,1.13,1.18,1.2,1.18,1.23,1.2,6
out_petster-hamster_cleaned_LCC_remapped,21.10611688,6.35187709,9.28185907,2001,0.008045,273,16.089955,0.0,25,300,1.0,24,24.0,3,0,24,53,16098,15970,3724.79,3678.34,3713.96,3700.63,3727.02,3700.79,3530.51,3695.68,7
out_sociopatterns-infectious_cleaned_LCC_remapped,8.413278416,4.074777157,8.537712895,411,0.032817,50,13.454988,2.957379541,32,351,0.707661,28,21.9375,3,0,17,37,2765,2755,1.66,1.89,1.43,1.5,1.84,1.66,1.44,1.64,7
soc-political-retweet_LCC_remapped,16.70012331,3.468547612,2.689946402,18471,0.000282,786,5.203075,14.32504842,193,2990,0.161377,94,30.984456,3,0,18,40,48053,36904,0.39,0.38,0.36,0.36,0.38,0.37,0.37,0.36,8
DD_LCC_remapped,2.619663644,0.0,2.0,14240,0.000281,13,3.998315,2.619663644,14240,28468,0.000281,13,3.998315,3,2,2,3,28480,28468,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.02,7
SW-10000-6-0d3-L5_LCC_remapped,1.222558864,0.120886712,3.98640136,10001,0.0006,12,5.9994,1.184191918,9868,29604,0.000608,11,6.0,3,0,4,8,30000,30000,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,7
cleaned_144_LCC_remapped,5.167688516,0.003199724114,2.000010238,1074393,4e-06,28,3.999993,1.149919149,11,20,0.363636,6,3.636364,3,2,3,5,2148786,2148782,3.91,4.26,4.01,4.15,4.06,4.03,4.18,4.1,6
cleaned_auto_LCC_remapped,5.152245926,0.002055165577,2.000004224,3314611,1e-06,39,3.999997,1.665986256,14,26,0.285714,9,3.714286,3,2,3,5,6629222,6629217,13.92,13.17,11.39,12.23,12.83,11.86,13.15,12.76,6
cleaned_bio-dmela_LCC_remapped,6.589207311,0.06241546402,2.003910986,25569,0.000156,192,3.998905,5.524346115,100,198,0.04,54,3.96,3,2,3,5,51138,51124,0.07,0.08,0.11,0.09,0.13,0.11,0.09,0.08,8
cleaned_citationCiteseer_LCC_remapped,8.647200638,0.006237310879,2.000038906,1156647,3e-06,1320,3.999995,3.6,45,87,0.087879,26,3.866667,3,2,3,5,2313294,2313291,8.27,8.19,10.53,10.23,10.42,9.73,10.08,9.58,8
cleaned_m14b_LCC_remapped,5.340939489,0.003363927809,2.000011316,1679018,2e-06,42,3.999994,2.686789267,19,36,0.210526,15,3.789474,3,2,3,5,3358036,3358031,6.33,5.81,5.87,5.5,5.97,5.97,5.6,5.46,8
cleaned_rgg_n_2_15_s0_LCC_remapped,4.194821819,0.007494287771,2.000056168,160235,2.5e-05,26,3.999975,0.9558139186,9,16,0.444444,6,3.555556,3,2,3,5,320470,320468,0.55,0.54,0.41,0.58,0.55,0.51,0.59,0.54,6
cleaned_rgg_n_2_16_s0_LCC_remapped,4.347666383,0.00540629797,2.000029229,342127,1.2e-05,29,3.999953,1.496662955,10,18,0.4,8,3.6,3,2,3,5,684254,684246,1.19,1.16,1.06,1.05,1.11,1.05,1.2,0.89,8
cleaned_rgg_n_2_17_s0_LCC_remapped,4.50013882,0.0,2.0,728750,5e-06,30,3.999989,4.50013882,728750,1457496,5e-06,30,3.999989,3,2,2,3,1457500,1457496,2.29,2.04,2.21,2.15,2.2,2.15,2.13,1.81,8
cleaned_rgg_n_2_18_s0_LCC_remapped,4.650214685,0.002126978797,2.000004524,1547283,3e-06,33,3.999997,0.4948716593,7,12,0.571429,4,3.428571,3,2,3,5,3094566,3094564,4.49,3.9,4.67,4.3,5.08,4.7,5.0,4.66,8
cleaned_rgg_n_2_19_s0_LCC_remapped,4.791622605,0.001564179263,2.000002447,3269760,1e-06,32,3.999998,0.7071067812,8,14,0.5,5,3.5,3,2,3,5,6539520,6539517,10.41,11.09,10.23,11.13,10.89,10.73,11.12,10.5,8
cleaned_rgg_n_2_20_s0_LCC_remapped,4.928733696,0.001319561628,2.000001741,6891617,1e-06,38,3.999999,1.649915823,12,22,0.333333,9,3.666667,3,2,3,5,13783234,13783232,21.88,18.35,21.93,21.06,21.53,21.39,21.27,19.53,8
cleaned_rgg_n_2_21_s0_LCC_remapped,5.06462234,0.0009100941954,2.000000828,14487992,0.0,39,3.999999,1.312334646,12,22,0.333333,7,3.666667,3,2,3,5,28975984,28975978,365.07,369.04,369.06,361.04,364.75,364.76,363.76,366.84,7
cleaned_tech-caidaRouterLevel_LCC_remapped,8.480071019,0.01103511735,2.000121789,607610,7e-06,1073,3.99997,6.892792734,74,146,0.0541,62,3.945946,3,2,3,5,1215220,1215211,3.5,3.4,3.05,3.15,3.28,2.7,3.41,3.27,6
cleaned_venturiLevel3_LCC_remapped,2.001895433,0.0,2.0,8054237,0.0,8,3.999999,2.001895433,8054237,16108470,0.0,8,3.999999,3,2,2,3,16108474,16108470,13.79,13.82,13.9,13.72,13.72,13.9,13.89,13.76,5
cop20k_A_LCC_remapped,7.414198049,0.006790796586,2.000046117,997462,4e-06,82,3.999996,5.830303471,46,90,0.086957,43,3.913043,3,2,3,5,1994924,1994922,5.02,5.51,4.87,4.38,3.55,4.06,3.61,3.86,5
out_cleaned_edit-itwikinews_LCC_remapped,45.78436572,0.05155280898,2.002664793,82558,4.8e-05,5607,3.999952,14.39474766,220,438,0.018182,217,3.981818,3,2,3,5,165116,165114,5.58,4.61,5.43,5.61,5.44,5.36,5.53,5.57,6
out_dimacs10-cond-mat-2005_cleaned_LCC_remapped,13.18733869,3.863678961,5.510792946,36459,0.000258,278,9.420664,0.0,30,435,1.0,29,29.0,3,0,29,64,171734,168974,141040.31,140173.66,140146.04,138925.29,145752.9,142872.57,144358.41,143202.67,6
roadNet-CA_cleaned_LCC_remapped,0.9915533256,0.3943559803,1.814700147,1957028,1e-06,12,2.821,0.5433041887,4454,7393,0.000746,7,3.319713,3,0,3,5,2760388,2393299,2.75,2.12,2.12,2.12,2.15,2.6,2.92,2.9,5
roadNet-PA_cleaned_LCC_remapped,1.016563798,0.3992735281,1.803754817,1087563,3e-06,9,2.834804,0.4698586467,916,1491,0.003558,6,3.255459,3,0,3,5,1541514,1327171,1.75,1.6,1.61,1.73,1.6,1.6,1.59,1.7,7
roadNet-TX_cleaned_LCC_remapped,1.006242677,0.4085266925,1.792086375,1351138,2e-06,12,2.781657,0.7464333758,1491,2500,0.002251,12,3.353454,3,0,3,5,1879201,1596792,2.01,1.41,1.42,1.4,1.41,1.42,1.4,1.4,7
as19971108_remapped,13.40551781,0.1912299737,2.038013964,5156,0.000775,592,3.997673,13.25455608,196,390,0.020408,189,3.979592,3,2,3,5,10312,10306,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.02,5
as19991006_remapped,17.30361252,0.1715873261,2.030364195,11395,0.000351,1330,3.999298,18.03849078,346,690,0.011561,339,3.988439,3,2,3,5,22790,22786,0.15,0.1,0.13,0.09,0.12,0.11,0.13,0.11,6
as19991007_remapped,17.31098774,0.1714125331,2.030300369,11386,0.000351,1329,3.999297,18.01078209,345,688,0.011594,338,3.988406,3,2,3,5,22772,22768,0.15,0.14,0.15,0.13,0.13,0.13,0.12,0.1,8
as19991008_remapped,17.36775855,0.1735129039,2.03107221,11425,0.00035,1340,3.99965,18.44382067,355,708,0.011268,351,3.988732,3,2,3,5,22850,22848,0.14,0.14,0.14,0.13,0.13,0.15,0.12,0.14,7
as19991009_remapped,17.35634763,0.1708901192,2.029923878,11429,0.00035,1339,3.999475,18.11575618,343,684,0.011662,339,3.988338,3,2,3,5,22858,22855,0.15,0.1,0.11,0.13,0.13,0.15,0.1,0.12,7
as19991010_remapped,17.35400788,0.1657838061,2.028098739,11424,0.00035,1340,3.999475,17.52690481,322,642,0.012422,318,3.987578,3,2,3,5,22848,22845,0.11,0.13,0.13,0.15,0.14,0.15,0.14,0.11,8
as19991011_remapped,17.36174952,0.1657556233,2.028088904,11428,0.00035,1341,3.999475,17.52690481,322,642,0.012422,318,3.987578,3,2,3,5,22856,22853,0.14,0.14,0.12,0.14,0.11,0.15,0.15,0.13,5
as19991013_remapped,17.37073394,0.1707815187,2.029884656,11444,0.00035,1342,3.999476,18.11575618,343,684,0.011662,339,3.988338,3,2,3,5,22888,22885,0.13,0.15,0.1,0.15,0.14,0.15,0.14,0.15,5
as19991016_remapped,17.37405768,0.1252160503,2.015752166,11427,0.00035,1345,3.999475,12.97126267,181,360,0.022099,178,3.977901,3,2,3,5,22854,22851,0.13,0.14,0.13,0.12,0.14,0.12,0.15,0.1,8
as19991017_remapped,17.41758827,0.1250599674,2.015712291,11456,0.000349,1351,3.999476,12.97126267,181,360,0.022099,178,3.977901,3,2,3,5,22912,22909,0.11,0.15,0.15,0.15,0.14,0.13,0.13,0.14,6
as19991018_remapped,17.44694701,0.1395102236,2.019676127,11486,0.000348,1355,3.999478,14.50382443,227,452,0.017621,222,3.982379,3,2,3,5,22972,22969,0.14,0.12,0.13,0.15,0.15,0.15,0.15,0.14,8
as19991019_remapped,17.45261736,0.125064897,2.015714534,11518,0.000347,1357,3.999479,13.00969885,182,362,0.021978,179,3.978022,3,2,3,5,23036,23033,0.14,0.15,0.12,0.12,0.15,0.14,0.14,0.13,8
as19991026_remapped,17.51856207,0.1642413325,2.027563773,11682,0.000342,1367,3.999486,17.50010619,323,644,0.012384,318,3.987616,3,2,3,5,23364,23361,0.11,0.15,0.14,0.15,0.13,0.15,0.15,0.15,5
as19991027_remapped,17.53965326,0.1702756882,2.029705506,11715,0.000341,1372,3.999488,18.22730989,349,696,0.011461,344,3.988539,3,2,3,5,23430,23427,0.15,0.15,0.15,0.14,0.13,0.17,0.15,0.13,5
as19991028_remapped,17.53699227,0.163948355,2.027462687,11725,0.000341,1373,3.999488,17.50010619,323,644,0.012384,318,3.987616,3,2,3,5,23450,23447,0.13,0.15,0.15,0.13,0.14,0.14,0.15,0.15,5
as19991031_remapped,17.50593293,0.168897599,2.029212355,11947,0.000335,1377,3.999498,18.30784019,350,698,0.011429,346,3.988571,3,2,3,5,23894,23891,0.1,0.09,0.15,0.15,0.14,0.13,0.15,0.15,6
as19991105_remapped,17.55679069,0.1696607953,2.029487713,12005,0.000333,1380,3.9995,18.44382067,355,708,0.011268,351,3.988732,3,2,3,5,24010,24007,0.15,0.14,0.14,0.16,0.15,0.16,0.1,0.16,7
as19991108_remapped,17.54076393,0.1236445044,2.015357795,12046,0.000332,1385,3.999502,13.1623269,186,370,0.021505,183,3.978495,3,2,3,5,24092,24089,0.15,0.16,0.16,0.11,0.15,0.15,0.14,0.16,7
as19991111_remapped,17.58698091,0.1685210977,2.029080752,12173,0.000329,1395,3.999507,18.44382067,355,708,0.011268,351,3.988732,3,2,3,5,24346,24343,0.16,0.16,0.16,0.15,0.16,0.12,0.15,0.12,6
as19991113_remapped,17.61795323,0.1626874536,2.027033689,12170,0.000329,1403,3.999507,17.75352731,330,658,0.012121,326,3.987879,3,2,3,5,24340,24337,0.16,0.16,0.16,0.15,0.17,0.15,0.14,0.13,8
as19991114_remapped,17.61179434,0.1233859457,2.015293537,12162,0.000329,1396,3.999507,13.20020953,187,372,0.02139,184,3.97861,3,2,3,5,24324,24321,0.16,0.16,0.13,0.15,0.14,0.16,0.16,0.14,5
as19991115_remapped,17.60470886,0.162692344,2.027035884,12206,0.000328,1399,3.999508,17.78165249,331,660,0.012085,327,3.987915,3,2,3,5,24412,24409,0.16,0.12,0.14,0.16,0.15,0.16,0.16,0.16,5
as19991116_remapped,17.61413309,0.1625241146,2.026978417,12232,0.000327,1399,3.999509,17.78165249,331,660,0.012085,327,3.987915,3,2,3,5,24464,24461,0.13,0.14,0.16,0.14,0.13,0.16,0.14,0.13,5
as19991118_remapped,17.61141909,0.1227943407,2.015144073,12216,0.000327,1397,3.999509,13.23564631,186,370,0.021505,184,3.978495,3,2,3,5,24432,24429,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.16,5
as19991121_remapped,17.61485567,0.1633836432,2.027272727,12100,0.000331,1396,3.999504,17.78165249,331,660,0.012085,327,3.987915,3,2,3,5,24200,24197,0.14,0.13,0.16,0.12,0.15,0.16,0.15,0.17,5
as19991122_remapped,17.55715742,0.1693849362,2.029389912,12113,0.00033,1396,3.999505,18.4979335,357,712,0.011204,353,3.988796,3,2,3,5,24226,24223,0.13,0.14,0.15,0.13,0.15,0.12,0.11,0.16,7
as19991204_remapped,17.75852431,0.1627182718,2.027044747,12202,0.000328,1414,3.999508,17.78165249,331,660,0.012085,327,3.987915,3,2,3,5,24404,24401,0.14,0.16,0.17,0.17,0.17,0.14,0.13,0.16,7
as19991205_remapped,17.772972,0.123678468,2.015368179,12168,0.000329,1412,3.999507,13.23798429,188,374,0.021277,185,3.978723,3,2,3,5,24336,24333,0.16,0.15,0.16,0.15,0.15,0.15,0.12,0.13,7
as19991206_remapped,17.77458506,0.1233892735,2.015295272,12226,0.000327,1417,3.999509,13.23798429,188,374,0.021277,185,3.978723,3,2,3,5,24452,24449,0.16,0.16,0.16,0.16,0.14,0.13,0.14,0.15,6
as20000102_remapped,18.03851449,0.1610743058,2.026487432,12572,0.000318,1460,3.999523,17.86576294,334,666,0.011976,330,3.988024,3,2,3,5,25144,25141,0.14,0.17,0.16,0.12,0.14,0.16,0.14,0.14,5
